questions,option_A,option_B,option_C,option_D,correct_answer,option_E,source_file,source_folder,year
"Mujer de 40 años, consulta por presentar dolores cólicos a repetición en hipocondrio derecho, desde hace un año. 
Se acompaña de náuseas, fiebre y tinte ictérico de escleras. ¿Cómo se conoce al conjunto de síntomas?",Vesícula enfisematosa,Triada de Charcot,Colecistitis aguda,Síndrome de Mirizzi,B,Colecistitis crónica calculosa,Cirugía General,Year2020,2020
"La ingesta de aminoácidos y grasas, es de vital importancia para activar el mecanismo fisiológico que tiene como 
consecuencia:",Producción del factor intrínseco,Vaciamiento de la vesícula biliar,Contracción del esfínter de Oddi,Inhibición de la hormona peptídica,B,Relajación del esfínter pilórico,Cirugía General,Year2020,2020
"¿Cuál es el tipo de fractura más frecuente que se produce en un accidente de tránsito con choque de tipo fronto-
lateral?",Meseta del platillo tibial,Tibia y peroneo conminuta,Cráneo,Pelvis tipo compresión,D,Columna cervical,Cirugía General,Year2020,2020
"Mujer de 25 años sufre impacto de proyectil de arma de fuego en abdomen; entre los hallazgos intraoperatorios 
se encuentra lesión complicada de duodeno y los conductos de Wirsung y Santorini. En este caso está 
recomendado realizar:",Duodenoyeyunoanastomosis,Gastroenteroanastomosis en Y de Roux,Gastrectomía total,Gastroenteroanastomosis Billroth I,E,Exclusión pilórica,Cirugía General,Year2020,2020
"Paciente de 40 años, ingresa a Emergencia con politraumatismo y herida cortante en pared abdominal. Examen: 
herida de 10 cm de largo, de bordes irregulares con laceración muscular y penetración al peritoneo. ¿Cómo se 
clasifican estas heridas?",Superficial,Visceral,Perforante,Penetrante,D,Profunda,Cirugía General,Year2020,2020
"Varón de 40 años, consulta por sensación de llenura precoz, baja de peso y sangrado por boca en poca cantidad. 
Examen: se palpa masa tumoral móvil en cuerpo del estómago algo dolorosa a la palpación, no presencia de 
ganglios. Histología refiere que se trata de un tumor de los músculos lisos. Pensaríamos que se trata de un cáncer 
del tipo:",GIST a celulas intersticiales,Leiomiomas,Adenocarcinoma,Carcinoide gástrico,B,Linfoma de alta malignidad,Cirugía General,Year2020,2020
"Desde el punto de vista topográfico. ¿Cómo se conoce a la hernia que se forma en la región lumbar de la cara 
posterior del abdomen?",Spiegel,Obturatriz,Petit,Crural,C,Morgani,Cirugía General,Year2020,2020
"Paciente de 70 años, refiere rectorragia desde hace un mes acompañado de estreñimiento crónico. Examen: en 
el tacto rectal: a 8 cm del margen anal se palpa tumoración de 5 cm de diámetro dolorosa a la palpación y sangrado 
activo. La sospecha clínica es que se trate de un tumor maligno ¿Cuál es el examen más adecuado para llegar al 
diagnóstico?",Test de hemorragia oculta en heces,Rectosigmoidoscopía,Ultrasonografía endoscópica,Colonoscopía completa,D,Antígeno carcinoma embrionario,Cirugía General,Year2020,2020
"Los cánceres primarios que más metástasis al hígado migran, son los del:",Cerebro,Melanoma,Riñón,Pulmón,D,Krukemberg,Cirugía General,Year2020,2020
"Los casos de trauma abdominal cerrado de abdomen con lesión de páncreas, generalmente se asocian con 
lesiones de:",El estómago,El conducto de Wirsung,La arteria mesentérica,El bazo,E,El duodeno,Cirugía General,Year2020,2020
En la formación de una hernia intervienen varios factores. ¿Cuál es predisponente e importante?,Hipernefroma,Diabetes mellitus,Obesidad,Hipertensión arterial,C,Insuficiencia cardíaca,Cirugía General,Year2020,2020
"Mujer de 19 años quien recibe impacto de proyectil en abdomen es llevada al servicio de emergencia. Examen: 
PA: 110/60 mmHg, FC:120X', Sat. O2: 98%, abdomen doloroso a la palpación superficial con signos de irritación 
peritoneal. Ecografía: líquido libre en cavidad en volumen de 500 cc. Laparotomía exploratoria: perforación del 
ángulo hepático del colon. ¿Cuál es la conducta a seguir en el tratamiento quirúrgico?",Colostomía terminal y fístula mucosa,Reparación primaria más ileostomía,Colostomía en asa,Hemicolectomía derecha,B,Resección del ángulo hepático y anastomosis,Cirugía General,Year2020,2020
"Varón de 63 años sufre impacto por arma de fuego en abdomen bajo; en la laparotomía se encuentra herida 
perforante no transficciante en tercio superior del recto con escasa secreción serosa en el exterior. ¿Cuál es la 
mejor técnica quirúrgica a recomendar en estos casos?",Reparación primaria de la pared rectal,Reparación primaria más colostomía,Resección de colon y anastomosis término-,Reparación primaria mas ileostomía,A,Ileotransversostomía y reparación primaria,Cirugía General,Year2020,2020
"Mujer de 50 años presenta desde hace un año, tumoración blanda que protruye por el margen del ano luego de 
defecar, con evidencia de sangrado y que no es reducible manualmente. Examen proctoscópico: paquetes 
hemorroidales grandes que protruyen al pujar, dos por el lado derecho y uno por el izquierdo. ¿Cuál es el 
tratamiento a seguir?",Hemorroidectomía,Escleroterapia,Trombectomía,Ligadura con banda elástica,A,Fotocoagulación,Cirugía General,Year2020,2020
"Mujer de 40 años, con antecedente de haber tenido procesos de dolores abdominales cólicos, a repetición. 
Colecistectomizada hace 3 meses. Actualmente cursa con malestar general, ictericia de piel y mucosas y picos 
febriles de 39 °C inmediatamente después de haber pasado por una CEPRE. ¿Cuál es el diagnóstico más 
probable?",Coledocolitiasis residual,Abscesos hepáticos múltiples,Coledocolitiasis primaria,Pieliflebitis ascendente,E,Colangitis ascendente iatrogénica,Cirugía General,Year2020,2020
Luego de producirse una agresión quirúrgica el ser humano tiene como respuesta fisiológica la de:,Bajar el rendimiento cardíaco,Aumentar la excreción de K,Aumentar la diuresis,Presentar eosinofilia,C,Eliminar más nitrógeno,Cirugía General,Year2020,2020
"Paciente con politraumatismo abdominal severo, sufre ruptura de diafragma que se acompaña de compromiso 
respiratorio. La intervención quirúrgica que requiere se denomina:",Prioritaria,Urgencia absoluta,Laparotomía exploratoria,Cirugía diferida,B,Urgencia relativa,Cirugía General,Year2020,2020
"Varón de 50 años presenta dolor epigástrico tipo ""úlcera"" acompañado de diarreas crónicas con esteatorreas y 
sensación de acidez extrema. ¿Cuál es el diagnóstico más probable?",Síndrome de Mallory Weiss,Úlcera péptica recidivante,Úlceras crónicas recidivantes,Úlcera péptica intratable,E,Síndrome de Zollinger Ellison,Cirugía General,Year2020,2020
"Mujer de 60 años, quien presenta tumoración cancerosa de colon a nivel del sigmoides. Ingresa por fiebre 
y dolor cólico intenso difuso. Examen: abdomen peritoneal con rebote (+++). Se sospecha en una perforación 
tumoral. ¿Cuál es la técnica quirúrgica recomendada?",Ileorectosigmoidectomía,Resección local y derivación ileal,Operación de Hartmann,Resección tumoral y anastomosis T-T,C,Colectomía subtotal y colostomía en asa,Cirugía General,Year2020,2020
¿Qué parte del cuerpo humano es más sensible a desarrollar una cicatriz tipo queloide?,Glúteos,Tórax,Pie,Manos,B,Abdomen,Cirugía General,Year2020,2020
"Varón de 30 años sufre herida punzo penetrante en región subcostal derecha; en la laparotomía se halla lesión 
punzo penetrante, con lesión del conducto de Santorini y Wirsung en su desembocadura. ¿En qué porción del 
duodeno se encuentra la lesión?",Quinta,Segunda,Tercera,Primera,B,Cuarta,Cirugía General,Year2020,2020
"Varón de 65 años, refiere baja de peso, estreñimiento crónico y deposiciones con rasgos de sangre. No melena. 
Examen: masa tumoral a 3 cm del margen anal, que toma toda la pared rectal. ¿Cuál es la técnica quirúrgica de 
elección?",Resección endoscópica,Resección local radical y bolsa ileal,Hemicolectomia izquierda y colostomía,Resección local y conservación del ano,E,Resección abdomino perineal y colostomía,Cirugía General,Year2020,2020
"Paciente politraumatizado ingresa a emergencia. Examen: piel pálida, fría con hipotensión arterial. Clínicamente 
se sospecha de shock hipovolémico punto de partida abdominal. ¿Cuál es la conducta a seguir para llegar al 
diagnóstico?",Lavado peritoneal,Tomografía abdominal,Gammagrafía abdominal,Resonancia magnética,A,Rx. simple de abdomen,Cirugía General,Year2020,2020
"Mujer de 65 años, historia de estreñimiento crónico con dolor durante y después de la defecación. No rectorragias 
y se acompaña de incontinencia urinaria. Examen: al pujo, se observa descenso circunferencial de la mucosa 
rectal, en cerca de 10 cm de largo. ¿Cómo se conoce esta patología?",Prolapso hemorroidal,Procidencia rectal,Enfermedad de Cowden,Prolapso rectal,D,Condiloma anal,Cirugía General,Year2020,2020
"Los hemangiomas son los tumores más comunes que se presentan en la niñez, ¿Cuál es la indicación terapéutica 
más apropiada?",Radiación tópica,Extirpación local,Rayos laser,Electrofulguración,E,Observación médica,Cirugía General,Year2020,2020
"¿Cuál es el tratamiento quirúrgico de la úlcera gastroduodenal del tipo refractaria en pacientes jóvenes sin riego 
adicional?",Resección subtotal tipo Billroth II,Vagotomía supraselectiva,Vagotomía troncular y piloroplastía,Antrectomía tipo Billroth I,B,Antrectomía tipo Polya,Cirugía General,Year2020,2020
"Mujer de 65 años con diagnóstico de cáncer de colon y metástasis al lóbulo hepático derecho; le realizan una 
embolización hepática selectiva. ¿Qué se busca con este tratamiento preoperatorio?",Lograr una hipertrofia del remanente hepático,Eliminar la metátasis,Facilitar la hepatectomía en dos tiempos,Mejorar la resección laparoscópica,A,Facilitar la quimioterapia posoperatoria,Cirugía General,Year2020,2020
¿Cómo se clasifica el tipo de heridas abdominales que atraviesan el peritoneo y terminan lesionando una víscera?,Perforantes,Contusas,Víscerales,Vasculares,A,Incisas,Cirugía General,Year2020,2020
"Varón de 60 años, en mal estado nutricional, consulta por dolor cólico en fosa iliaca izquierda y temperatura de 
38.5°C. Examen: masa de 10 cm de diámetro, móvil, dolorosa a la palpación y rebote (+++). Catalogado como 
ASA IV. ¿Cuál es la técnica quirúrgica que está indicada?",Resección local y anastomosis T-T,Intervención a lo Hartmann,Hemicolectomía izquierda,Resección y colostomía en asa,B,Drenaje percutáneo,Cirugía General,Year2020,2020
"Las vellosidades intestinales, tienen como función principal la absorción de los nutrientes. Este fenómeno se realiza 
a través de su:",Criptas de Liberkuhn,Lámina propia del musculo liso,Epitelio cilíndrico simple,Capa muscular,C,Capa muscular mucosae,Cirugía General,Year2020,2020
"Varón de 30 años, refiere dolor anal a la defecación acompañado de restos sanguinolentos y ensucia el papel 
higiénico, se acompaña de prurito en la zona. Examen: protrusiones varicosas suprapectíneas, turgentes, ubicadas 
en el canal anal. ¿Cómo se les conocen a estos paquetes hemorroidales?",Anocutáneas,Hemorroides externas,Hemorroides internas,Grado IV,C,Grado I,Cirugía General,Year2020,2020
"¿Cuál es el diagnóstico más probable en una mujer de 40 años, sometida hace 24 horas a hemicolectomía 
derecha, en quien durante el examen físico se comprueba que los ruidos hidroaéreos están ausentes?",Íleo paralítico funcional,Pseudoobstrucción ileal,Obstrucción ileal mecánica,Íleo espástico,A,Obstrucción intestinal temprana,Cirugía General,Year2020,2020
"Paciente joven, de contextura delgada, que espontáneamente sin mediar síntomas previos, refiere sensación de 
falta de aire. Rx Tórax: bula enfisematosa espontánea de tórax. ¿Cuál es el tratamiento de emergencia que deba 
realizarse?",Tratamiento médico no invasivo,Toracotomía y resección de bula,Pleurodesis,Toracotomía laparoscópica,E,Sonda torácica con sello de agua,Cirugía General,Year2020,2020
"Ante la presencia de un quiste parasitario tipo hidático en el hígado. ¿Cuál es la técnica quirúrgica más 
recomendada y usada?",Quistoperiquistectomía abierta,Hepatectomía reglada,Marsupialización,Quistectomías parciales,A,Quisteyeyunostomía,Cirugía General,Year2020,2020
"Varón de 30 años sufre accidente de tránsito con aplastamiento de pierna izquierda. Examen: pierna izquierda con 
aumento moderado de volumen, dolor marcado a la palpación, y a los movimientos pasivos y activos. Se agregan 
parestesias en los dedos primero y segundo del pie de la pierna lesionada. ¿Cuál es el diagnóstico más probable?",Sindrome vertebromedular,Lesión directa del nervio peroneo,Contusión severa de pierna izquierda,Inicio de un síndrome compartimental,D,Lesión vertebral a nivel de S1- S2,Cirugía General,Year2020,2020
"Varón de 20 años, presenta dolor en fosa iliaca derecha no irradiado, desde hace 6 días se acompaña de náuseas 
y vómitos. Examen: abdomen blando con signo de Rovsing positivo no peritonismo. tampoco se palpan masas. 
Leucocitos 10,000 por mm3 con 4 abastonados. El diagnóstico definitivo haría con:",Biopsia abdominal dirigida,Ecografía abdominal descarta una apendicitis,Tomografía define un divertículo,Se sospecha de un plastrón apendicular,E,Laparotomía si fuera un Divertículo de Meckel,Cirugía General,Year2020,2020
"Mujer de 30 años, presenta cólico intenso en hipocondrio derecho desde hace 6 meses, se acompaña de 
escleras ictéricas, heces blancas y orinas colúricas. ¿Cuál es el diagnóstico más probable?",Coledocolitiasis,Colangitis ascendente,Colecistitis crónica,Pólipo ampular,E,Síndrome colestásico,Cirugía General,Year2020,2020
¿Cuál de los siguientes es el patógeno más asociado a la necrosis retiniana externa progresiva?,Citomegalovirus,Virus de Epstein-Barr,Toxoplasma gondii,Virus de la varicella-zoster,D,Toxocara canis,Oftalmología,Year2020,2020
"Varón de 75 años, con antecedente de quimioterapia; desde hace 3 días presenta lesiones vesiculares dolorosas 
y supurantes en el párpado superior derecho y la frente del mismo lado, así como en el lado derecho de la punta 
de la nariz. Examen: queratitis punteada en ojo derecho, ojo izquierdo normal. ¿Cuál es el diagnóstico más 
probable?",Impétigo,Herpes zóster,Pénfigo,Stevens Johnson,B,Erisipela,Oftalmología,Year2020,2020
¿Cuál es el agente etiológico de la queratitis que se presenta típicamente con infiltrados perineurales?,Acanthamoeba,Adenovirus,Cándida,Treponema pallidum,A,Onchocerca volvulus,Oftalmología,Year2020,2020
¿Cuál es la disgenesia del segmento anterior que se presenta con embriotoxon posterior?,Anomalía de Peters,Iris plateau,Aniridia,Síndrome de Lowe,E,Anomalía de Axenfeld,Oftalmología,Year2020,2020
